Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	negative regulation of autophagosome assembly (GO:1902902)	2/13	2.426595e-04	4.649772e-02	0	0	1.067005e+02	8.881594e+02	LRRK2;FEZ1
GO_Biological_Process_2021	purine ribonucleoside triphosphate metabolic process (GO:0009205)	2/13	2.426595e-04	4.649772e-02	0	0	1.067005e+02	8.881594e+02	LRRK2;GIMAP7
GO_Biological_Process_2021	GTP metabolic process (GO:0046039)	2/15	3.259186e-04	4.649772e-02	0	0	9.027602e+01	7.248138e+02	LRRK2;GIMAP7
GO_Biological_Process_2021	negative regulation of macroautophagy (GO:0016242)	2/26	9.963204e-04	1.056125e-01	0	0	4.887255e+01	3.377798e+02	LRRK2;FEZ1
GO_Biological_Process_2021	regulation of autophagosome assembly (GO:2000785)	2/35	1.805571e-03	1.056125e-01	0	0	3.552763e+01	2.244237e+02	LRRK2;FEZ1
GO_Biological_Process_2021	negative regulation of organelle assembly (GO:1902116)	2/35	1.805571e-03	1.056125e-01	0	0	3.552763e+01	2.244237e+02	LRRK2;FEZ1
GO_Biological_Process_2021	regulation of apoptotic signaling pathway (GO:2001233)	2/38	2.126087e-03	1.056125e-01	0	0	3.256209e+01	2.003699e+02	NR4A2;DEPTOR
GO_Biological_Process_2021	plasma membrane bounded cell projection morphogenesis (GO:0120039)	2/52	3.947355e-03	1.056125e-01	0	0	2.342824e+01	1.296685e+02	LRRK2;EPB41L3
GO_Biological_Process_2021	response to organic cyclic compound (GO:0014070)	2/60	5.221780e-03	1.056125e-01	0	0	2.018864e+01	1.060896e+02	LRRK2;SPP1
GO_Biological_Process_2021	axon guidance (GO:0007411)	3/203	5.749396e-03	1.056125e-01	0	0	8.983636e+00	4.634353e+01	ROBO4;FEZ1;LAMA3
GO_Biological_Process_2021	cell-cell junction assembly (GO:0007043)	2/66	6.285456e-03	1.056125e-01	0	0	1.829044e+01	9.272370e+01	CDH5;EPB41L3
GO_Biological_Process_2021	cellular response to nutrient levels (GO:0031669)	2/66	6.285456e-03	1.056125e-01	0	0	1.829044e+01	9.272370e+01	LRRK2;PDK4
GO_Biological_Process_2021	positive regulation of protein modification process (GO:0031401)	3/214	6.650406e-03	1.056125e-01	0	0	8.510556e+00	4.266407e+01	MARCO;CDH5;LRRK2
GO_Biological_Process_2021	canonical Wnt signaling pathway (GO:0060070)	2/68	6.660165e-03	1.056125e-01	0	0	1.773440e+01	8.887793e+01	NR4A2;LRRK2
GO_Biological_Process_2021	insulin receptor signaling pathway (GO:0008286)	2/73	7.640329e-03	1.056125e-01	0	0	1.648136e+01	8.033533e+01	PDK4;APPL1
GO_Biological_Process_2021	purine ribonucleotide metabolic process (GO:0009150)	2/77	8.468496e-03	1.056125e-01	0	0	1.559922e+01	7.443013e+01	LRRK2;GIMAP7
GO_Biological_Process_2021	positive regulation of dopamine receptor signaling pathway (GO:0060161)	1/5	8.968455e-03	1.056125e-01	0	0	1.425714e+02	6.720877e+02	LRRK2
GO_Biological_Process_2021	regulation of cell maturation (GO:1903429)	1/5	8.968455e-03	1.056125e-01	0	0	1.425714e+02	6.720877e+02	LRRK2
GO_Biological_Process_2021	intracellular distribution of mitochondria (GO:0048312)	1/5	8.968455e-03	1.056125e-01	0	0	1.425714e+02	6.720877e+02	LRRK2
GO_Biological_Process_2021	regulation of Fc-gamma receptor signaling pathway involved in phagocytosis (GO:1905449)	1/5	8.968455e-03	1.056125e-01	0	0	1.425714e+02	6.720877e+02	APPL1
GO_Biological_Process_2021	kidney morphogenesis (GO:0060993)	1/5	8.968455e-03	1.056125e-01	0	0	1.425714e+02	6.720877e+02	LRRK2
GO_Biological_Process_2021	cellular response to testosterone stimulus (GO:0071394)	1/5	8.968455e-03	1.056125e-01	0	0	1.425714e+02	6.720877e+02	SPP1
GO_Biological_Process_2021	membrane repolarization during ventricular cardiac muscle cell action potential (GO:0098915)	1/5	8.968455e-03	1.056125e-01	0	0	1.425714e+02	6.720877e+02	KCNJ8
GO_Biological_Process_2021	regulation of morphogenesis of a branching structure (GO:0060688)	1/5	8.968455e-03	1.056125e-01	0	0	1.425714e+02	6.720877e+02	LRRK2
GO_Biological_Process_2021	protein localization to axon (GO:0099612)	1/5	8.968455e-03	1.056125e-01	0	0	1.425714e+02	6.720877e+02	EPB41L3
GO_Biological_Process_2021	axonogenesis (GO:0007409)	3/240	9.100548e-03	1.056125e-01	0	0	7.566935e+00	3.556021e+01	ROBO4;FEZ1;LAMA3
GO_Biological_Process_2021	vascular transport (GO:0010232)	2/84	1.001015e-02	1.056125e-01	0	0	1.426255e+01	6.566702e+01	ABCC3;KCNJ8
GO_Biological_Process_2021	transport across blood-brain barrier (GO:0150104)	2/86	1.047187e-02	1.056125e-01	0	0	1.392157e+01	6.346930e+01	ABCC3;KCNJ8
GO_Biological_Process_2021	regulation of retrograde transport, endosome to Golgi (GO:1905279)	1/6	1.075275e-02	1.056125e-01	0	0	1.140514e+02	5.169488e+02	LRRK2
GO_Biological_Process_2021	adiponectin-activated signaling pathway (GO:0033211)	1/6	1.075275e-02	1.056125e-01	0	0	1.140514e+02	5.169488e+02	APPL1
GO_Biological_Process_2021	negative regulation of cell size (GO:0045792)	1/6	1.075275e-02	1.056125e-01	0	0	1.140514e+02	5.169488e+02	DEPTOR
GO_Biological_Process_2021	negative regulation of establishment of protein localization to mitochondrion (GO:1903748)	1/6	1.075275e-02	1.056125e-01	0	0	1.140514e+02	5.169488e+02	LRRK2
GO_Biological_Process_2021	negative regulation of excitatory postsynaptic potential (GO:0090394)	1/6	1.075275e-02	1.056125e-01	0	0	1.140514e+02	5.169488e+02	LRRK2
GO_Biological_Process_2021	positive regulation of endothelial cell development (GO:1901552)	1/6	1.075275e-02	1.056125e-01	0	0	1.140514e+02	5.169488e+02	CDH5
GO_Biological_Process_2021	positive regulation of establishment of endothelial barrier (GO:1903142)	1/6	1.075275e-02	1.056125e-01	0	0	1.140514e+02	5.169488e+02	CDH5
GO_Biological_Process_2021	response to manganese ion (GO:0010042)	1/6	1.075275e-02	1.056125e-01	0	0	1.140514e+02	5.169488e+02	LRRK2
GO_Biological_Process_2021	response to testosterone (GO:0033574)	1/6	1.075275e-02	1.056125e-01	0	0	1.140514e+02	5.169488e+02	SPP1
GO_Biological_Process_2021	telencephalon cell migration (GO:0022029)	1/6	1.075275e-02	1.056125e-01	0	0	1.140514e+02	5.169488e+02	LRRK2
GO_Biological_Process_2021	regulation of protein autoubiquitination (GO:1902498)	1/6	1.075275e-02	1.056125e-01	0	0	1.140514e+02	5.169488e+02	LRRK2
GO_Biological_Process_2021	collagen fibril organization (GO:0030199)	2/89	1.118190e-02	1.056125e-01	0	0	1.343949e+01	6.038978e+01	LAMA3;DPT
GO_Biological_Process_2021	transforming growth factor beta receptor signaling pathway (GO:0007179)	2/89	1.118190e-02	1.056125e-01	0	0	1.343949e+01	6.038978e+01	CDH5;APPL1
GO_Biological_Process_2021	Wnt signaling pathway (GO:0016055)	2/92	1.191265e-02	1.056125e-01	0	0	1.298954e+01	5.754568e+01	NR4A2;LRRK2
GO_Biological_Process_2021	regulation of protein phosphorylation (GO:0001932)	3/266	1.201694e-02	1.056125e-01	0	0	6.809886e+00	3.010949e+01	MARCO;CDH5;LRRK2
GO_Biological_Process_2021	negative regulation of signal transduction (GO:0009968)	3/267	1.213864e-02	1.056125e-01	0	0	6.783747e+00	2.992556e+01	NR4A2;LRRK2;APPL1
GO_Biological_Process_2021	leukotriene transport (GO:0071716)	1/7	1.253392e-02	1.056125e-01	0	0	9.503810e+01	4.162019e+02	ABCC3
GO_Biological_Process_2021	positive regulation of pinocytosis (GO:0048549)	1/7	1.253392e-02	1.056125e-01	0	0	9.503810e+01	4.162019e+02	APPL1
GO_Biological_Process_2021	tachykinin receptor signaling pathway (GO:0007217)	1/7	1.253392e-02	1.056125e-01	0	0	9.503810e+01	4.162019e+02	GRK5
GO_Biological_Process_2021	protein localization to endoplasmic reticulum exit site (GO:0070973)	1/7	1.253392e-02	1.056125e-01	0	0	9.503810e+01	4.162019e+02	LRRK2
GO_Biological_Process_2021	regulation of acetyl-CoA biosynthetic process from pyruvate (GO:0010510)	1/8	1.431197e-02	1.056125e-01	0	0	8.145714e+01	3.459207e+02	PDK4
GO_Biological_Process_2021	regulation of acyl-CoA biosynthetic process (GO:0050812)	1/8	1.431197e-02	1.056125e-01	0	0	8.145714e+01	3.459207e+02	PDK4
GO_Biological_Process_2021	response to hepatocyte growth factor (GO:0035728)	1/8	1.431197e-02	1.056125e-01	0	0	8.145714e+01	3.459207e+02	APPL1
GO_Biological_Process_2021	cell-cell adhesion mediated by cadherin (GO:0044331)	1/8	1.431197e-02	1.056125e-01	0	0	8.145714e+01	3.459207e+02	CDH5
GO_Biological_Process_2021	positive regulation of melanin biosynthetic process (GO:0048023)	1/8	1.431197e-02	1.056125e-01	0	0	8.145714e+01	3.459207e+02	APPL1
GO_Biological_Process_2021	regulation of dopamine receptor signaling pathway (GO:0060159)	1/8	1.431197e-02	1.056125e-01	0	0	8.145714e+01	3.459207e+02	LRRK2
GO_Biological_Process_2021	negative regulation of response to reactive oxygen species (GO:1901032)	1/8	1.431197e-02	1.056125e-01	0	0	8.145714e+01	3.459207e+02	LRRK2
GO_Biological_Process_2021	cellular response to hepatocyte growth factor stimulus (GO:0035729)	1/8	1.431197e-02	1.056125e-01	0	0	8.145714e+01	3.459207e+02	APPL1
GO_Biological_Process_2021	positive regulation of secondary metabolite biosynthetic process (GO:1900378)	1/8	1.431197e-02	1.056125e-01	0	0	8.145714e+01	3.459207e+02	APPL1
GO_Biological_Process_2021	ventricular cardiac muscle cell membrane repolarization (GO:0099625)	1/8	1.431197e-02	1.056125e-01	0	0	8.145714e+01	3.459207e+02	KCNJ8
GO_Biological_Process_2021	protein O-linked glycosylation via threonine (GO:0018243)	1/9	1.608691e-02	1.075812e-01	0	0	7.127143e+01	2.943331e+02	EOGT
GO_Biological_Process_2021	negative regulation of fibrinolysis (GO:0051918)	1/9	1.608691e-02	1.075812e-01	0	0	7.127143e+01	2.943331e+02	THBD
GO_Biological_Process_2021	response to vitamin (GO:0033273)	1/9	1.608691e-02	1.075812e-01	0	0	7.127143e+01	2.943331e+02	SPP1
GO_Biological_Process_2021	response to vitamin D (GO:0033280)	1/9	1.608691e-02	1.075812e-01	0	0	7.127143e+01	2.943331e+02	SPP1
GO_Biological_Process_2021	icosanoid transport (GO:0071715)	1/9	1.608691e-02	1.075812e-01	0	0	7.127143e+01	2.943331e+02	ABCC3
GO_Biological_Process_2021	regulation of ER to Golgi vesicle-mediated transport (GO:0060628)	1/9	1.608691e-02	1.075812e-01	0	0	7.127143e+01	2.943331e+02	LRRK2
GO_Biological_Process_2021	extracellular matrix organization (GO:0030198)	3/300	1.655881e-02	1.076995e-01	0	0	6.019896e+00	2.468661e+01	LAMA3;SPP1;DPT
GO_Biological_Process_2021	response to dopamine (GO:1903350)	1/10	1.785874e-02	1.076995e-01	0	0	6.334921e+01	2.549972e+02	LRRK2
GO_Biological_Process_2021	cellular response to dopamine (GO:1903351)	1/10	1.785874e-02	1.076995e-01	0	0	6.334921e+01	2.549972e+02	LRRK2
GO_Biological_Process_2021	regulation of hydrogen peroxide-induced cell death (GO:1903205)	1/10	1.785874e-02	1.076995e-01	0	0	6.334921e+01	2.549972e+02	LRRK2
GO_Biological_Process_2021	myelin assembly (GO:0032288)	1/10	1.785874e-02	1.076995e-01	0	0	6.334921e+01	2.549972e+02	EPB41L3
GO_Biological_Process_2021	myelin maintenance (GO:0043217)	1/10	1.785874e-02	1.076995e-01	0	0	6.334921e+01	2.549972e+02	EPB41L3
GO_Biological_Process_2021	cellular response to transforming growth factor beta stimulus (GO:0071560)	2/114	1.788316e-02	1.076995e-01	0	0	1.042647e+01	4.195503e+01	CDH5;APPL1
GO_Biological_Process_2021	positive regulation of bone resorption (GO:0045780)	1/11	1.962747e-02	1.076995e-01	0	0	5.701143e+01	2.241020e+02	SPP1
GO_Biological_Process_2021	regulation of cytoplasmic transport (GO:1903649)	1/11	1.962747e-02	1.076995e-01	0	0	5.701143e+01	2.241020e+02	LRRK2
GO_Biological_Process_2021	negative regulation of protein maturation (GO:1903318)	1/11	1.962747e-02	1.076995e-01	0	0	5.701143e+01	2.241020e+02	LRRK2
GO_Biological_Process_2021	regulation of melanin biosynthetic process (GO:0048021)	1/11	1.962747e-02	1.076995e-01	0	0	5.701143e+01	2.241020e+02	APPL1
GO_Biological_Process_2021	regulation of mitochondrial depolarization (GO:0051900)	1/11	1.962747e-02	1.076995e-01	0	0	5.701143e+01	2.241020e+02	LRRK2
GO_Biological_Process_2021	midbrain dopaminergic neuron differentiation (GO:1904948)	1/11	1.962747e-02	1.076995e-01	0	0	5.701143e+01	2.241020e+02	NR4A2
GO_Biological_Process_2021	regulation of pH (GO:0006885)	1/11	1.962747e-02	1.076995e-01	0	0	5.701143e+01	2.241020e+02	PDK4
GO_Biological_Process_2021	negative regulation of hemostasis (GO:1900047)	1/12	2.139311e-02	1.090030e-01	0	0	5.182597e+01	1.992546e+02	THBD
GO_Biological_Process_2021	hemidesmosome assembly (GO:0031581)	1/12	2.139311e-02	1.090030e-01	0	0	5.182597e+01	1.992546e+02	LAMA3
GO_Biological_Process_2021	negative regulation of microtubule polymerization (GO:0031115)	1/12	2.139311e-02	1.090030e-01	0	0	5.182597e+01	1.992546e+02	CDH5
GO_Biological_Process_2021	inorganic ion transmembrane transport (GO:0098660)	1/12	2.139311e-02	1.090030e-01	0	0	5.182597e+01	1.992546e+02	KCNJ8
GO_Biological_Process_2021	mitochondrion distribution (GO:0048311)	1/12	2.139311e-02	1.090030e-01	0	0	5.182597e+01	1.992546e+02	LRRK2
GO_Biological_Process_2021	morphogenesis of a polarized epithelium (GO:0001738)	1/12	2.139311e-02	1.090030e-01	0	0	5.182597e+01	1.992546e+02	LAMA3
GO_Biological_Process_2021	cellular response to insulin stimulus (GO:0032869)	2/129	2.254072e-02	1.101180e-01	0	0	9.188050e+00	3.484505e+01	PDK4;APPL1
GO_Biological_Process_2021	negative regulation of hydrogen peroxide-induced cell death (GO:1903206)	1/13	2.315565e-02	1.101180e-01	0	0	4.750476e+01	1.788800e+02	LRRK2
GO_Biological_Process_2021	positive regulation of lipid transport (GO:0032370)	1/13	2.315565e-02	1.101180e-01	0	0	4.750476e+01	1.788800e+02	SPP1
GO_Biological_Process_2021	regulation of fibrinolysis (GO:0051917)	1/13	2.315565e-02	1.101180e-01	0	0	4.750476e+01	1.788800e+02	THBD
GO_Biological_Process_2021	regulation of lysosomal lumen pH (GO:0035751)	1/13	2.315565e-02	1.101180e-01	0	0	4.750476e+01	1.788800e+02	LRRK2
GO_Biological_Process_2021	protein localization to mitochondrion (GO:0070585)	1/13	2.315565e-02	1.101180e-01	0	0	4.750476e+01	1.788800e+02	LRRK2
GO_Biological_Process_2021	transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	2/133	2.385893e-02	1.122156e-01	0	0	8.905703e+00	3.326812e+01	CDH5;APPL1
GO_Biological_Process_2021	negative regulation of cell activation (GO:0050866)	1/14	2.491511e-02	1.123035e-01	0	0	4.384835e+01	1.619004e+02	THBD
GO_Biological_Process_2021	negative regulation of coagulation (GO:0050819)	1/14	2.491511e-02	1.123035e-01	0	0	4.384835e+01	1.619004e+02	THBD
GO_Biological_Process_2021	steroid catabolic process (GO:0006706)	1/14	2.491511e-02	1.123035e-01	0	0	4.384835e+01	1.619004e+02	SPP1
GO_Biological_Process_2021	neuron projection morphogenesis (GO:0048812)	2/140	2.624040e-02	1.123035e-01	0	0	8.450980e+00	3.076541e+01	LRRK2;EPB41L3
GO_Biological_Process_2021	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236)	1/15	2.667148e-02	1.123035e-01	0	0	4.071429e+01	1.475551e+02	LRRK2
GO_Biological_Process_2021	negative regulation of protein processing (GO:0010955)	1/15	2.667148e-02	1.123035e-01	0	0	4.071429e+01	1.475551e+02	LRRK2
GO_Biological_Process_2021	membrane repolarization during cardiac muscle cell action potential (GO:0086013)	1/15	2.667148e-02	1.123035e-01	0	0	4.071429e+01	1.475551e+02	KCNJ8
GO_Biological_Process_2021	protein localization to cell-cell junction (GO:0150105)	1/15	2.667148e-02	1.123035e-01	0	0	4.071429e+01	1.475551e+02	CDH5
GO_Biological_Process_2021	negative regulation of anoikis (GO:2000811)	1/16	2.842478e-02	1.123035e-01	0	0	3.799810e+01	1.352920e+02	PDK4
GO_Biological_Process_2021	negative regulation of immune effector process (GO:0002698)	1/16	2.842478e-02	1.123035e-01	0	0	3.799810e+01	1.352920e+02	APPL1
GO_Biological_Process_2021	regulation of cellular carbohydrate metabolic process (GO:0010675)	1/16	2.842478e-02	1.123035e-01	0	0	3.799810e+01	1.352920e+02	PDK4
GO_Biological_Process_2021	negative regulation of platelet activation (GO:0010544)	1/16	2.842478e-02	1.123035e-01	0	0	3.799810e+01	1.352920e+02	THBD
GO_Biological_Process_2021	regulation of establishment of cell polarity (GO:2000114)	1/16	2.842478e-02	1.123035e-01	0	0	3.799810e+01	1.352920e+02	CDH5
GO_Biological_Process_2021	regulation of fatty acid oxidation (GO:0046320)	1/16	2.842478e-02	1.123035e-01	0	0	3.799810e+01	1.352920e+02	PDK4
GO_Biological_Process_2021	dendrite self-avoidance (GO:0070593)	1/16	2.842478e-02	1.123035e-01	0	0	3.799810e+01	1.352920e+02	ROBO4
GO_Biological_Process_2021	protein localization to endoplasmic reticulum (GO:0070972)	1/16	2.842478e-02	1.123035e-01	0	0	3.799810e+01	1.352920e+02	LRRK2
GO_Biological_Process_2021	cellular response to organic cyclic compound (GO:0071407)	2/150	2.980273e-02	1.123035e-01	0	0	7.875994e+00	2.766959e+01	LRRK2;SPP1
GO_Biological_Process_2021	positive regulation of blood coagulation (GO:0030194)	1/17	3.017501e-02	1.123035e-01	0	0	3.562143e+01	1.247014e+02	THBD
GO_Biological_Process_2021	positive regulation of cytokine production involved in inflammatory response (GO:1900017)	1/17	3.017501e-02	1.123035e-01	0	0	3.562143e+01	1.247014e+02	APPL1
GO_Biological_Process_2021	negative regulation of phagocytosis (GO:0050765)	1/17	3.017501e-02	1.123035e-01	0	0	3.562143e+01	1.247014e+02	APPL1
GO_Biological_Process_2021	regulation of establishment of endothelial barrier (GO:1903140)	1/17	3.017501e-02	1.123035e-01	0	0	3.562143e+01	1.247014e+02	CDH5
GO_Biological_Process_2021	cellular response to fatty acid (GO:0071398)	1/17	3.017501e-02	1.123035e-01	0	0	3.562143e+01	1.247014e+02	PDK4
GO_Biological_Process_2021	regulation of neuroblast proliferation (GO:1902692)	1/17	3.017501e-02	1.123035e-01	0	0	3.562143e+01	1.247014e+02	LRRK2
GO_Biological_Process_2021	vasculature development (GO:0001944)	1/17	3.017501e-02	1.123035e-01	0	0	3.562143e+01	1.247014e+02	CDH5
GO_Biological_Process_2021	negative regulation of protein phosphorylation (GO:0001933)	2/152	3.053725e-02	1.125001e-01	0	0	7.770196e+00	2.710872e+01	DEPTOR;LRRK2
GO_Biological_Process_2021	regulation of establishment or maintenance of cell polarity (GO:0032878)	1/18	3.192218e-02	1.125001e-01	0	0	3.352437e+01	1.154732e+02	CDH5
GO_Biological_Process_2021	regulation of fatty acid metabolic process (GO:0019217)	1/18	3.192218e-02	1.125001e-01	0	0	3.352437e+01	1.154732e+02	PDK4
GO_Biological_Process_2021	regulation of membrane depolarization (GO:0003254)	1/18	3.192218e-02	1.125001e-01	0	0	3.352437e+01	1.154732e+02	LRRK2
GO_Biological_Process_2021	ventricular cardiac muscle cell action potential (GO:0086005)	1/18	3.192218e-02	1.125001e-01	0	0	3.352437e+01	1.154732e+02	KCNJ8
GO_Biological_Process_2021	cellular response to starvation (GO:0009267)	2/158	3.278385e-02	1.125001e-01	0	0	7.469080e+00	2.552797e+01	LRRK2;PDK4
GO_Biological_Process_2021	protein autophosphorylation (GO:0046777)	2/159	3.316449e-02	1.125001e-01	0	0	7.421132e+00	2.527842e+01	GRK5;LRRK2
GO_Biological_Process_2021	excitatory postsynaptic potential (GO:0060079)	1/19	3.366628e-02	1.125001e-01	0	0	3.166032e+01	1.073683e+02	LRRK2
GO_Biological_Process_2021	regulation of synaptic vesicle exocytosis (GO:2000300)	1/19	3.366628e-02	1.125001e-01	0	0	3.166032e+01	1.073683e+02	LRRK2
GO_Biological_Process_2021	response to fatty acid (GO:0070542)	1/19	3.366628e-02	1.125001e-01	0	0	3.166032e+01	1.073683e+02	PDK4
GO_Biological_Process_2021	regulation of glucose transmembrane transport (GO:0010827)	1/19	3.366628e-02	1.125001e-01	0	0	3.166032e+01	1.073683e+02	APPL1
GO_Biological_Process_2021	mitochondrion localization (GO:0051646)	1/19	3.366628e-02	1.125001e-01	0	0	3.166032e+01	1.073683e+02	LRRK2
GO_Biological_Process_2021	phosphorylation (GO:0016310)	3/400	3.483914e-02	1.125001e-01	0	0	4.480650e+00	1.504160e+01	GRK5;LRRK2;PDK4
GO_Biological_Process_2021	cellular protein modification process (GO:0006464)	5/1025	3.531408e-02	1.125001e-01	0	0	2.995572e+00	1.001562e+01	GRK5;GOLM1;LRRK2;PDK4;SPP1
GO_Biological_Process_2021	positive regulation of hormone secretion (GO:0046887)	1/20	3.540733e-02	1.125001e-01	0	0	2.999248e+01	1.002000e+02	SPP1
GO_Biological_Process_2021	xenobiotic transport (GO:0042908)	1/20	3.540733e-02	1.125001e-01	0	0	2.999248e+01	1.002000e+02	ABCC3
GO_Biological_Process_2021	dopaminergic neuron differentiation (GO:0071542)	1/20	3.540733e-02	1.125001e-01	0	0	2.999248e+01	1.002000e+02	NR4A2
GO_Biological_Process_2021	regulation of protein kinase A signaling (GO:0010738)	1/20	3.540733e-02	1.125001e-01	0	0	2.999248e+01	1.002000e+02	LRRK2
GO_Biological_Process_2021	regulation of protein localization to cell periphery (GO:1904375)	1/20	3.540733e-02	1.125001e-01	0	0	2.999248e+01	1.002000e+02	APPL1
GO_Biological_Process_2021	adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	2/165	3.548485e-02	1.125001e-01	0	0	7.145796e+00	2.385731e+01	MARCO;GRK5
GO_Biological_Process_2021	regulation of cell migration (GO:0030334)	3/408	3.661978e-02	1.135586e-01	0	0	4.390348e+00	1.451961e+01	CDH5;ROBO4;APPL1
GO_Biological_Process_2021	extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192)	1/21	3.714533e-02	1.135586e-01	0	0	2.849143e+01	9.381992e+01	APPL1
GO_Biological_Process_2021	androgen metabolic process (GO:0008209)	1/21	3.714533e-02	1.135586e-01	0	0	2.849143e+01	9.381992e+01	SPP1
GO_Biological_Process_2021	regulation of anoikis (GO:2000209)	1/21	3.714533e-02	1.135586e-01	0	0	2.849143e+01	9.381992e+01	PDK4
GO_Biological_Process_2021	regulation of fibroblast migration (GO:0010762)	1/21	3.714533e-02	1.135586e-01	0	0	2.849143e+01	9.381992e+01	APPL1
GO_Biological_Process_2021	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	2/170	3.746559e-02	1.137253e-01	0	0	6.931373e+00	2.276493e+01	CDH5;ROBO4
GO_Biological_Process_2021	neuron projection development (GO:0031175)	2/171	3.786678e-02	1.141337e-01	0	0	6.890010e+00	2.255570e+01	LRRK2;EPB41L3
GO_Biological_Process_2021	cellular protein metabolic process (GO:0044267)	3/417	3.867867e-02	1.147639e-01	0	0	4.292929e+00	1.396261e+01	GOLM1;SFTPC;SPP1
GO_Biological_Process_2021	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235)	1/22	3.888028e-02	1.147639e-01	0	0	2.713333e+01	8.810920e+01	LRRK2
GO_Biological_Process_2021	regulation of platelet activation (GO:0010543)	1/22	3.888028e-02	1.147639e-01	0	0	2.713333e+01	8.810920e+01	THBD
GO_Biological_Process_2021	regulation of toll-like receptor 4 signaling pathway (GO:0034143)	1/23	4.061220e-02	1.158801e-01	0	0	2.589870e+01	8.297133e+01	APPL1
GO_Biological_Process_2021	negative regulation of GTPase activity (GO:0034260)	1/23	4.061220e-02	1.158801e-01	0	0	2.589870e+01	8.297133e+01	LRRK2
GO_Biological_Process_2021	blood vessel endothelial cell migration (GO:0043534)	1/23	4.061220e-02	1.158801e-01	0	0	2.589870e+01	8.297133e+01	CDH5
GO_Biological_Process_2021	negative regulation of intracellular protein transport (GO:0090317)	1/23	4.061220e-02	1.158801e-01	0	0	2.589870e+01	8.297133e+01	LRRK2
GO_Biological_Process_2021	regulation of neural precursor cell proliferation (GO:2000177)	1/23	4.061220e-02	1.158801e-01	0	0	2.589870e+01	8.297133e+01	LRRK2
GO_Biological_Process_2021	regulation of cell size (GO:0008361)	1/24	4.234108e-02	1.176752e-01	0	0	2.477143e+01	7.832719e+01	DEPTOR
GO_Biological_Process_2021	cellular response to catecholamine stimulus (GO:0071870)	1/24	4.234108e-02	1.176752e-01	0	0	2.477143e+01	7.832719e+01	LRRK2
GO_Biological_Process_2021	negative regulation of synaptic transmission (GO:0050805)	1/24	4.234108e-02	1.176752e-01	0	0	2.477143e+01	7.832719e+01	LRRK2
GO_Biological_Process_2021	neuromuscular junction development (GO:0007528)	1/24	4.234108e-02	1.176752e-01	0	0	2.477143e+01	7.832719e+01	LRRK2
GO_Biological_Process_2021	negative regulation of response to endoplasmic reticulum stress (GO:1903573)	1/25	4.406693e-02	1.193712e-01	0	0	2.373810e+01	7.411141e+01	LRRK2
GO_Biological_Process_2021	chemical synaptic transmission, postsynaptic (GO:0099565)	1/25	4.406693e-02	1.193712e-01	0	0	2.373810e+01	7.411141e+01	LRRK2
GO_Biological_Process_2021	regulation of mitochondrial fission (GO:0090140)	1/25	4.406693e-02	1.193712e-01	0	0	2.373810e+01	7.411141e+01	LRRK2
GO_Biological_Process_2021	regulation of protein processing (GO:0070613)	1/25	4.406693e-02	1.193712e-01	0	0	2.373810e+01	7.411141e+01	LRRK2
GO_Biological_Process_2021	positive regulation of glucose import (GO:0046326)	1/26	4.578976e-02	1.217611e-01	0	0	2.278743e+01	7.026947e+01	APPL1
GO_Biological_Process_2021	endothelial cell development (GO:0001885)	1/26	4.578976e-02	1.217611e-01	0	0	2.278743e+01	7.026947e+01	ROBO4
GO_Biological_Process_2021	positive regulation of BMP signaling pathway (GO:0030513)	1/27	4.750957e-02	1.217611e-01	0	0	2.190989e+01	6.675558e+01	CDH5
GO_Biological_Process_2021	regulation of toll-like receptor signaling pathway (GO:0034121)	1/27	4.750957e-02	1.217611e-01	0	0	2.190989e+01	6.675558e+01	APPL1
GO_Biological_Process_2021	negative regulation of endothelial cell apoptotic process (GO:2000352)	1/27	4.750957e-02	1.217611e-01	0	0	2.190989e+01	6.675558e+01	CDH5
GO_Biological_Process_2021	regulation of blood coagulation (GO:0030193)	1/27	4.750957e-02	1.217611e-01	0	0	2.190989e+01	6.675558e+01	THBD
GO_Biological_Process_2021	negative regulation of protein polymerization (GO:0032272)	1/27	4.750957e-02	1.217611e-01	0	0	2.190989e+01	6.675558e+01	CDH5
GO_Biological_Process_2021	modulation of excitatory postsynaptic potential (GO:0098815)	1/27	4.750957e-02	1.217611e-01	0	0	2.190989e+01	6.675558e+01	LRRK2
GO_Biological_Process_2021	monovalent inorganic cation homeostasis (GO:0055067)	1/27	4.750957e-02	1.217611e-01	0	0	2.190989e+01	6.675558e+01	PDK4
GO_Biological_Process_2021	regulation of small molecule metabolic process (GO:0062012)	1/28	4.922637e-02	1.219858e-01	0	0	2.109735e+01	6.353101e+01	PDK4
