Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	generation of neurons (GO:0048699)	1/202	3.063374e-01	3.387918e-01	0	0	2.809240e+00	3.323521e+00	NR4A2
GO_Biological_Process_2021	regulation of inflammatory response (GO:0050727)	1/206	3.113694e-01	3.434693e-01	0	0	2.753868e+00	3.213145e+00	CDH5
GO_Biological_Process_2021	negative regulation of inflammatory response (GO:0050728)	1/212	3.188509e-01	3.499184e-01	0	0	2.674746e+00	3.057320e+00	CDH5
GO_Biological_Process_2021	phosphate-containing compound metabolic process (GO:0006796)	1/212	3.188509e-01	3.499184e-01	0	0	2.674746e+00	3.057320e+00	LRRK2
GO_Biological_Process_2021	positive regulation of cell motility (GO:2000147)	1/221	3.299251e-01	3.602243e-01	0	0	2.564156e+00	2.843366e+00	CDH5
GO_Biological_Process_2021	transcription, DNA-templated (GO:0006351)	1/221	3.299251e-01	3.602243e-01	0	0	2.564156e+00	2.843366e+00	NR4A2
GO_Biological_Process_2021	regulation of autophagy (GO:0010506)	1/231	3.420245e-01	3.724847e-01	0	0	2.451429e+00	2.630071e+00	LRRK2
GO_Biological_Process_2021	regulation of ERK1 and ERK2 cascade (GO:0070372)	1/238	3.503674e-01	3.806022e-01	0	0	2.378180e+00	2.494170e+00	MARCO
GO_Biological_Process_2021	positive regulation of signal transduction (GO:0009967)	1/252	3.667459e-01	3.973854e-01	0	0	2.243939e+00	2.250864e+00	LRRK2
GO_Biological_Process_2021	regulation of canonical Wnt signaling pathway (GO:0060828)	1/253	3.679003e-01	3.976296e-01	0	0	2.234921e+00	2.234794e+00	LRRK2
GO_Biological_Process_2021	protein-containing complex assembly (GO:0065003)	1/267	3.838486e-01	4.138217e-01	0	0	2.115789e+00	2.025883e+00	LRRK2
GO_Biological_Process_2021	central nervous system development (GO:0007417)	1/268	3.849727e-01	4.139908e-01	0	0	2.107758e+00	2.012030e+00	NR4A2
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	1/269	3.860948e-01	4.141568e-01	0	0	2.099787e+00	1.998309e+00	CDH5
GO_Biological_Process_2021	inorganic cation transmembrane transport (GO:0098662)	1/274	3.916754e-01	4.190927e-01	0	0	2.060806e+00	1.931638e+00	KCNJ8
GO_Biological_Process_2021	positive regulation of programmed cell death (GO:0043068)	1/286	4.048685e-01	4.321289e-01	0	0	1.972832e+00	1.783821e+00	LRRK2
GO_Biological_Process_2021	regulation of cell cycle (GO:0051726)	1/296	4.156498e-01	4.425326e-01	0	0	1.904988e+00	1.672412e+00	GRK5
GO_Biological_Process_2021	MAPK cascade (GO:0000165)	1/303	4.230835e-01	4.493293e-01	0	0	1.860170e+00	1.600092e+00	LRRK2
GO_Biological_Process_2021	cellular macromolecule biosynthetic process (GO:0034645)	1/314	4.345796e-01	4.603962e-01	0	0	1.793793e+00	1.494904e+00	NR4A2
GO_Biological_Process_2021	transcription by RNA polymerase II (GO:0006366)	1/320	4.407560e-01	4.657866e-01	0	0	1.759516e+00	1.441508e+00	NR4A2
GO_Biological_Process_2021	cellular response to oxygen-containing compound (GO:1901701)	1/323	4.438196e-01	4.678689e-01	0	0	1.742857e+00	1.415788e+00	PDK4
GO_Biological_Process_2021	intracellular protein transport (GO:0006886)	1/336	4.569075e-01	4.804826e-01	0	0	1.674115e+00	1.311291e+00	APPL1
GO_Biological_Process_2021	gene expression (GO:0010467)	1/356	4.764601e-01	4.998160e-01	0	0	1.578189e+00	1.170024e+00	NR4A2
GO_Biological_Process_2021	negative regulation of programmed cell death (GO:0043069)	1/381	4.999402e-01	5.231648e-01	0	0	1.472481e+00	1.020822e+00	GRK5
GO_Biological_Process_2021	positive regulation of macromolecule metabolic process (GO:0010604)	1/384	5.026880e-01	5.247572e-01	0	0	1.460724e+00	1.004665e+00	CDH5
GO_Biological_Process_2021	organelle organization (GO:0006996)	1/420	5.345385e-01	5.566484e-01	0	0	1.332765e+00	8.347795e-01	LRRK2
GO_Biological_Process_2021	regulation of intracellular signal transduction (GO:1902531)	1/437	5.488808e-01	5.701966e-01	0	0	1.279685e+00	7.676499e-01	LRRK2
GO_Biological_Process_2021	nervous system development (GO:0007399)	1/447	5.571158e-01	5.773500e-01	0	0	1.250352e+00	7.314338e-01	FEZ1
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	1/474	5.786270e-01	5.981941e-01	0	0	1.177348e+00	6.441240e-01	GRK5
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	1/481	5.840360e-01	6.011419e-01	0	0	1.159762e+00	6.237114e-01	MCEMP1
GO_Biological_Process_2021	positive regulation of gene expression (GO:0010628)	1/482	5.848032e-01	6.011419e-01	0	0	1.157291e+00	6.208636e-01	CDH5
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	4/2244	5.863454e-01	6.011419e-01	0	0	9.890625e-01	5.280072e-01	NR4A2;SPP1;FOSB;LRRFIP1
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	1/485	5.870965e-01	6.011419e-01	0	0	1.149941e+00	6.124196e-01	MCEMP1
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	1/488	5.893775e-01	6.020371e-01	0	0	1.142681e+00	6.041223e-01	MCEMP1
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	1/511	6.064627e-01	6.180144e-01	0	0	1.089860e+00	5.450521e-01	SPP1
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	2/1183	6.368479e-01	6.474368e-01	0	0	9.355481e-01	4.221421e-01	NR4A2;SPP1
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	1/621	6.790691e-01	6.887241e-01	0	0	8.914286e-01	3.450117e-01	APPL1
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	1/625	6.814474e-01	6.895023e-01	0	0	8.855311e-01	3.396332e-01	GRK5
GO_Biological_Process_2021	regulation of apoptotic process (GO:0042981)	1/742	7.439076e-01	7.509256e-01	0	0	7.411992e-01	2.192752e-01	GRK5
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	1/764	7.542409e-01	7.595650e-01	0	0	7.190039e-01	2.027904e-01	GRK5
GO_Biological_Process_2021	regulation of transcription by RNA polymerase II (GO:0006357)	3/2206	7.747967e-01	7.784342e-01	0	0	7.329262e-01	1.870095e-01	NR4A2;FOSB;LRRFIP1
GO_Biological_Process_2021	positive regulation of transcription by RNA polymerase II (GO:0045944)	1/908	8.125339e-01	8.144368e-01	0	0	6.003150e-01	1.246240e-01	NR4A2
GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	1/1079	8.644404e-01	8.644404e-01	0	0	5.005566e-01	7.291752e-02	CDH5
